sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,East Asian,European,South Asian,max_ancestry,assigned_group
NA18539,CHB,East Asian,kg,,East Asian,yes,yes,0.001785,0.005746,0.972522,0.008022,0.011925,0.972522,East Asian
NA18541,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.006829,0.985143,1e-05,0.008007,0.985143,East Asian
NA18542,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005461,0.994509,1e-05,1e-05,0.994509,East Asian
NA18543,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.999957,1.2e-05,1e-05,0.999957,East Asian
NA18544,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004494,0.995476,1e-05,1e-05,0.995476,East Asian
NA18545,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,2e-05,0.99995,1e-05,1e-05,0.99995,East Asian
NA18546,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.2e-05,0.999958,1e-05,1e-05,0.999958,East Asian
NA18547,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005459,0.979832,0.004342,0.010357,0.979832,East Asian
NA18548,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.01106,0.98891,1e-05,1e-05,0.98891,East Asian
NA18549,CHB,East Asian,kg,,East Asian,yes,yes,2e-05,1e-05,0.99995,1e-05,1e-05,0.99995,East Asian
NA18550,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18552,CHB,East Asian,kg,,East Asian,yes,yes,1.8e-05,1e-05,0.999952,1e-05,1e-05,0.999952,East Asian
NA18553,CHB,East Asian,kg,,East Asian,yes,yes,0.002274,0.009171,0.973004,0.011166,0.004385,0.973004,East Asian
NA18555,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18557,CHB,East Asian,kg,,East Asian,yes,yes,1.3e-05,0.005728,0.994239,1e-05,1e-05,0.994239,East Asian
NA18558,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004751,0.995219,1e-05,1e-05,0.995219,East Asian
NA18559,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.001076,0.998894,1e-05,1e-05,0.998894,East Asian
NA18560,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18561,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.010406,0.973714,0.010187,0.005683,0.973714,East Asian
NA18562,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.008554,0.984524,1e-05,0.006901,0.984524,East Asian
NA18563,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005427,0.990635,0.003918,1e-05,0.990635,East Asian
NA18564,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.010416,0.967501,0.005815,0.016258,0.967501,East Asian
NA18565,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.001433,0.998537,1e-05,1e-05,0.998537,East Asian
NA18566,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.001081,0.998889,1e-05,1e-05,0.998889,East Asian
NA18567,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.000395,0.999575,1e-05,1e-05,0.999575,East Asian
NA18570,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18571,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18572,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18573,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.6e-05,0.999954,1e-05,1e-05,0.999954,East Asian
NA18574,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.003787,0.996183,1e-05,1e-05,0.996183,East Asian
NA18577,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.5e-05,0.999955,1e-05,1e-05,0.999955,East Asian
NA18579,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.007361,0.987537,0.005082,1e-05,0.987537,East Asian
NA18582,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18591,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18592,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.003747,0.990693,1e-05,0.005539,0.990693,East Asian
NA18593,CHB,East Asian,kg,,East Asian,yes,yes,0.000413,0.005062,0.989828,1e-05,0.004687,0.989828,East Asian
NA18595,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004636,0.995334,1e-05,1e-05,0.995334,East Asian
NA18596,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18597,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.006995,0.978736,0.004878,0.009382,0.978736,East Asian
NA18599,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.01014,0.987803,0.002038,1e-05,0.987803,East Asian
NA18602,CHB,East Asian,kg,,East Asian,yes,yes,0.003564,0.005664,0.98348,0.006969,0.000323,0.98348,East Asian
NA18603,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.9e-05,0.999951,1e-05,1e-05,0.999951,East Asian
NA18605,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.003678,0.988925,1e-05,0.007376,0.988925,East Asian
NA18606,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18608,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.009623,0.976231,0.014126,1e-05,0.976231,East Asian
NA18609,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.008413,0.985879,0.005362,0.000336,0.985879,East Asian
NA18610,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18611,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.003122,0.996848,1e-05,1e-05,0.996848,East Asian
NA18612,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.007809,0.990401,1e-05,0.00177,0.990401,East Asian
NA18613,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.010799,0.982959,1.2e-05,0.00622,0.982959,East Asian
NA18614,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18615,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.00041,0.999558,1.2e-05,1e-05,0.999558,East Asian
NA18616,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.5e-05,0.999955,1e-05,1e-05,0.999955,East Asian
NA18617,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18618,CHB,East Asian,kg,,East Asian,yes,yes,0.001403,0.008587,0.967847,0.003167,0.018996,0.967847,East Asian
NA18619,CHB,East Asian,kg,,East Asian,yes,yes,0.000601,0.002874,0.98669,0.009825,1e-05,0.98669,East Asian
NA18620,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.00252,0.985911,0.009334,0.002225,0.985911,East Asian
NA18621,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005201,0.994769,1e-05,1e-05,0.994769,East Asian
NA18622,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18623,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004564,0.978211,0.002188,0.015027,0.978211,East Asian
NA18624,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18625,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004646,0.995324,1e-05,1e-05,0.995324,East Asian
NA18626,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.007017,0.967377,0.019322,0.006274,0.967377,East Asian
NA18627,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18628,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18629,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18630,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18631,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.5e-05,0.999955,1e-05,1e-05,0.999955,East Asian
NA18632,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18633,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.000407,0.999563,1e-05,1e-05,0.999563,East Asian
NA18634,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.4e-05,0.999956,1e-05,1e-05,0.999956,East Asian
NA18635,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.008796,0.987038,0.004146,1e-05,0.987038,East Asian
NA18636,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18637,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18638,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18639,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18640,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.3e-05,0.996205,0.003762,1e-05,0.996205,East Asian
NA18641,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005745,0.994225,1e-05,1e-05,0.994225,East Asian
NA18642,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.013494,0.946837,0.02441,0.015249,0.946837,East Asian
NA18643,CHB,East Asian,kg,,East Asian,yes,yes,0.000602,0.003736,0.979586,0.005618,0.010458,0.979586,East Asian
NA18644,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.4e-05,0.999956,1e-05,1e-05,0.999956,East Asian
NA18645,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18646,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.009322,0.990648,1e-05,1e-05,0.990648,East Asian
NA18647,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004879,0.961535,0.016978,0.016598,0.961535,East Asian
NA18648,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005213,0.96323,0.01199,0.019558,0.96323,East Asian
NA18740,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18745,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.006806,0.993164,1e-05,1e-05,0.993164,East Asian
NA18747,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18748,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.9e-05,0.999951,1e-05,1e-05,0.999951,East Asian
NA18749,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.001536,0.998434,1e-05,1e-05,0.998434,East Asian
NA18757,CHB,East Asian,kg,,East Asian,yes,yes,0.001184,0.003548,0.983044,0.005854,0.00637,0.983044,East Asian
NA18852,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18853,YRI,African,kg,,African,yes,yes,0.999959,1.1e-05,1e-05,1e-05,1e-05,0.999959,African
NA18854,YRI,African,kg,,,yes,no,,,,,,,
NA18855,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18856,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18857,YRI,African,kg,,,yes,no,,,,,,,
NA18858,YRI,African,kg,,African,yes,yes,0.999952,1e-05,1.8e-05,1e-05,1e-05,0.999952,African
NA18859,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18860,YRI,African,kg,,,yes,no,,,,,,,
NA18861,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18862,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18863,YRI,African,kg,,,yes,no,,,,,,,
NA18864,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18865,YRI,African,kg,,African,yes,yes,0.999957,1e-05,1e-05,1.3e-05,1e-05,0.999957,African
NA18867,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18868,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18869,YRI,African,kg,,,yes,no,,,,,,,
NA18870,YRI,African,kg,,African,yes,yes,0.999951,1e-05,1.9e-05,1e-05,1e-05,0.999951,African
NA18871,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18872,YRI,African,kg,,,yes,no,,,,,,,
NA18873,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18874,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18875,YRI,African,kg,,,yes,no,,,,,,,
NA18876,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18877,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18878,YRI,African,kg,,African,yes,yes,0.998882,1e-05,0.001088,1e-05,1e-05,0.998882,African
NA18879,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18881,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18906,YRI,African,kg,,,yes,no,,,,,,,
NA18907,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18908,YRI,African,kg,,African,yes,yes,0.999951,1e-05,1.9e-05,1e-05,1e-05,0.999951,African
NA18909,YRI,African,kg,,African,yes,yes,0.999951,1e-05,1.9e-05,1e-05,1e-05,0.999951,African
NA18910,YRI,African,kg,,African,yes,yes,0.999951,1e-05,1.9e-05,1e-05,1e-05,0.999951,African
NA18911,YRI,African,kg,,,yes,no,,,,,,,
NA18912,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18913,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18914,YRI,African,kg,,,yes,no,,,,,,,
NA18915,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18916,YRI,African,kg,,African,yes,yes,0.999959,1.1e-05,1e-05,1e-05,1e-05,0.999959,African
NA18917,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18923,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18924,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18925,YRI,African,kg,,,yes,no,,,,,,,
NA18930,YRI,African,kg,,,yes,no,,,,,,,
NA18933,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18934,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA18935,YRI,African,kg,,,yes,no,,,,,,,
NA18939,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18940,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1.9e-05,0.999951,1e-05,1e-05,0.999951,East Asian
NA18941,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18942,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18943,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18944,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18945,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.000759,0.999211,1e-05,1e-05,0.999211,East Asian
NA18946,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18947,JPT,East Asian,kg,,East Asian,yes,yes,1.9e-05,1e-05,0.999951,1e-05,1e-05,0.999951,East Asian
NA18948,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18949,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18950,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.004414,0.995556,1e-05,1e-05,0.995556,East Asian
NA18951,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18952,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18953,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.002015,0.997955,1e-05,1e-05,0.997955,East Asian
NA18954,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18956,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.001304,0.998666,1e-05,1e-05,0.998666,East Asian
NA18957,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18959,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1.2e-05,0.999958,1e-05,1e-05,0.999958,East Asian
NA18960,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18961,JPT,East Asian,kg,,East Asian,yes,yes,1.4e-05,0.00303,0.996935,1e-05,1e-05,0.996935,East Asian
NA18962,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1.7e-05,0.999953,1e-05,1e-05,0.999953,East Asian
NA18963,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18964,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18965,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18966,JPT,East Asian,kg,,East Asian,yes,yes,1.8e-05,0.000626,0.999336,1e-05,1e-05,0.999336,East Asian
NA18967,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.00238,0.99759,1e-05,1e-05,0.99759,East Asian
NA18968,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.00854,0.99143,1e-05,1e-05,0.99143,East Asian
NA18969,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18970,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18971,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.002886,0.997084,1e-05,1e-05,0.997084,East Asian
NA18972,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.000954,0.999016,1e-05,1e-05,0.999016,East Asian
NA18973,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18974,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.000468,0.999502,1e-05,1e-05,0.999502,East Asian
NA18975,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18976,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18977,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.003558,0.996412,1e-05,1e-05,0.996412,East Asian
NA18978,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18979,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.006474,0.993496,1e-05,1e-05,0.993496,East Asian
NA18980,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18981,JPT,East Asian,kg,,East Asian,yes,yes,1.4e-05,1e-05,0.999956,1e-05,1e-05,0.999956,East Asian
NA18982,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18983,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18984,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18985,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18986,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18987,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.999959,1e-05,1e-05,0.999959,East Asian
NA18988,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18989,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.004873,0.995097,1e-05,1e-05,0.995097,East Asian
NA18990,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18991,JPT,East Asian,kg,,East Asian,yes,yes,2e-05,1e-05,0.99995,1e-05,1e-05,0.99995,East Asian
NA18992,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.001271,0.998699,1e-05,1e-05,0.998699,East Asian
NA18993,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18994,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18995,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18997,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA18998,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.003709,0.996261,1e-05,1e-05,0.996261,East Asian
NA18999,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19000,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.001443,0.998527,1e-05,1e-05,0.998527,East Asian
NA19001,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1.2e-05,0.999958,1e-05,1e-05,0.999958,East Asian
NA19002,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19003,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19004,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19005,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19006,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19007,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.002248,0.997722,1e-05,1e-05,0.997722,East Asian
NA19009,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19010,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19011,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19012,JPT,East Asian,kg,,East Asian,yes,yes,1.1e-05,1.1e-05,0.999958,1e-05,1e-05,0.999958,East Asian
NA19017,LWK,African,kg,,African,no,yes,0.987611,1e-05,0.011404,1.2e-05,0.000963,0.987611,African
NA19019,LWK,African,kg,,African,no,yes,0.967841,1e-05,0.018021,0.014118,1e-05,0.967841,African
NA19020,LWK,African,kg,,African,no,yes,0.968281,1e-05,0.01211,0.019589,1e-05,0.968281,African
NA19023,LWK,African,kg,,African,no,yes,0.981035,1e-05,0.009761,0.009184,1e-05,0.981035,African
NA19024,LWK,African,kg,,African,no,yes,0.980636,1e-05,0.007323,0.012021,1e-05,0.980636,African
NA19025,LWK,African,kg,,African,no,yes,0.973981,1e-05,0.02135,0.004537,0.000121,0.973981,African
NA19026,LWK,African,kg,,African,no,yes,0.968253,1e-05,0.004327,0.010258,0.017152,0.968253,African
NA19027,LWK,African,kg,,African,no,yes,0.950649,1e-05,0.012015,0.027764,0.009562,0.950649,African
NA19028,LWK,African,kg,,African,no,yes,0.962207,1e-05,0.003077,0.015208,0.019499,0.962207,African
NA19030,LWK,African,kg,,African,no,yes,0.979344,1e-05,0.018496,1.7e-05,0.002134,0.979344,African
NA19031,LWK,African,kg,,African,no,yes,0.965638,1e-05,0.00483,0.014114,0.015408,0.965638,African
NA19035,LWK,African,kg,,African,no,yes,0.975493,1e-05,0.013688,0.006411,0.004398,0.975493,African
NA19036,LWK,African,kg,,African,no,yes,0.982207,1e-05,0.007523,0.000488,0.009772,0.982207,African
NA19037,LWK,African,kg,,African,no,yes,0.970505,1e-05,0.017877,0.011004,0.000605,0.970505,African
NA19038,LWK,African,kg,,African,no,yes,0.969102,1e-05,0.01865,0.005729,0.006509,0.969102,African
NA19041,LWK,African,kg,,African,no,yes,0.969607,1e-05,0.01078,0.010348,0.009255,0.969607,African
NA19042,LWK,African,kg,,African,no,no,,,,,,,
NA19043,LWK,African,kg,,African,no,yes,0.975332,1e-05,0.010821,0.013027,0.00081,0.975332,African
NA19054,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19055,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1.6e-05,0.999954,1e-05,1e-05,0.999954,East Asian
NA19056,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.000846,0.999124,1e-05,1e-05,0.999124,East Asian
NA19057,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19058,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
