sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,European,max_ancestry,assigned_group
NA12154,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12155,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12156,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12234,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12236,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12239,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12248,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12249,CEU,European,kg,,,yes,yes,1e-05,0.001364,0.998626,0.998626,European
NA12264,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12272,CEU,European,kg,,,yes,yes,0.004424,1e-05,0.995566,0.995566,European
NA12273,CEU,European,kg,,,yes,yes,0.002188,1e-05,0.997802,0.997802,European
NA12274,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12275,CEU,European,kg,,,yes,yes,0.003956,1e-05,0.996034,0.996034,European
NA12282,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12283,CEU,European,kg,,,yes,yes,0.003992,0.00121,0.994799,0.994799,European
NA12286,CEU,European,kg,,,yes,yes,1e-05,0.018562,0.981428,0.981428,European
NA12287,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12329,CEU,European,kg,,,yes,no,,,,,
NA12335,CEU,European,kg,,,yes,no,,,,,
NA12336,CEU,European,kg,,,yes,no,,,,,
NA12340,CEU,European,kg,,,yes,yes,1e-05,0.000438,0.999552,0.999552,European
NA12341,CEU,European,kg,,,yes,yes,0.007526,1e-05,0.992464,0.992464,European
NA12342,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12343,CEU,European,kg,,,yes,yes,1e-05,0.008771,0.991219,0.991219,European
NA12344,CEU,European,kg,,,yes,no,,,,,
NA12347,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12348,CEU,European,kg,,,yes,yes,1e-05,0.012063,0.987927,0.987927,European
NA12376,CEU,European,kg,,,yes,no,,,,,
NA12383,CEU,European,kg,,,yes,no,,,,,
NA12386,CEU,European,kg,,,yes,no,,,,,
NA12399,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12400,CEU,European,kg,,,yes,yes,0.00116,1e-05,0.99883,0.99883,European
NA12413,CEU,European,kg,,,yes,yes,0.003417,1e-05,0.996573,0.996573,European
NA12414,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12485,CEU,European,kg,,,yes,no,,,,,
NA12489,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12546,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12707,CEU,European,kg,,,yes,no,,,,,
NA12716,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12717,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12718,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12739,CEU,European,kg,,,yes,no,,,,,
NA12740,CEU,European,kg,,,yes,no,,,,,
NA12748,CEU,European,kg,,,yes,yes,1e-05,0.002605,0.997385,0.997385,European
NA12749,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12750,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12751,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12752,CEU,European,kg,,,yes,no,,,,,
NA12753,CEU,European,kg,,,yes,no,,,,,
NA12760,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12761,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12762,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12763,CEU,European,kg,,,yes,yes,1e-05,0.002982,0.997008,0.997008,European
NA12766,CEU,European,kg,,,yes,no,,,,,
NA12767,CEU,European,kg,,,yes,no,,,,,
NA12775,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12776,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12777,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12778,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12801,CEU,European,kg,,,yes,no,,,,,
NA12802,CEU,European,kg,,,yes,no,,,,,
NA12812,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12813,CEU,European,kg,,,yes,no,,,,,
NA12814,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12815,CEU,European,kg,,,yes,yes,1e-05,0.005686,0.994304,0.994304,European
NA12817,CEU,European,kg,,,yes,no,,,,,
NA12818,CEU,European,kg,,,yes,no,,,,,
NA12827,CEU,European,kg,,,yes,yes,1e-05,0.000467,0.999523,0.999523,European
NA12828,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12829,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12830,CEU,European,kg,,,yes,yes,1e-05,0.001044,0.998946,0.998946,European
NA12832,CEU,European,kg,,,yes,no,,,,,
NA12842,CEU,European,kg,,,yes,yes,1e-05,0.000583,0.999407,0.999407,European
NA12843,CEU,European,kg,,,yes,yes,1e-05,0.003297,0.996693,0.996693,European
NA12864,CEU,European,kg,,,yes,no,,,,,
NA12865,CEU,European,kg,,,yes,no,,,,,
NA12872,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12873,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12874,CEU,European,kg,,,yes,yes,1e-05,0.000239,0.999751,0.999751,European
NA12875,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12877,CEU,European,kg,,,yes,no,,,,,
NA12878,CEU,European,kg,,,yes,no,,,,,
NA12889,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12890,CEU,European,kg,,,yes,yes,1e-05,0.006295,0.993695,0.993695,European
NA12891,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA12892,CEU,European,kg,,,yes,yes,1e-05,1e-05,0.99998,0.99998,European
NA18484,YRI,African,kg,,,yes,no,,,,,
NA18485,YRI,African,kg,,,yes,no,,,,,
NA18486,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18487,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18488,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18489,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18497,YRI,African,kg,,,yes,no,,,,,
NA18498,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18499,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18500,YRI,African,kg,,,yes,no,,,,,
NA18501,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18502,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18503,YRI,African,kg,,,yes,no,,,,,
NA18504,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18505,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18506,YRI,African,kg,,,yes,no,,,,,
NA18507,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18508,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18510,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18511,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18515,YRI,African,kg,,,yes,no,,,,,
NA18516,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18517,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18518,YRI,African,kg,,,yes,no,,,,,
NA18519,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18520,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18521,YRI,African,kg,,,yes,no,,,,,
NA18522,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18523,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18525,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18526,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18528,CHB,East Asian,kg,,East Asian,yes,yes,0.004218,0.981141,0.014642,0.981141,American
NA18530,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18531,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.994839,0.005151,0.994839,American
NA18532,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18533,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18534,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18535,CHB,East Asian,kg,,East Asian,yes,yes,0.002324,0.987026,0.01065,0.987026,American
NA18536,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18537,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18538,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.998745,0.001245,0.998745,American
NA18539,CHB,East Asian,kg,,East Asian,yes,yes,0.003143,0.986335,0.010523,0.986335,American
NA18541,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18542,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18543,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18544,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18545,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18546,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18547,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99362,0.00637,0.99362,American
NA18548,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18549,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18550,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18552,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18553,CHB,East Asian,kg,,East Asian,yes,yes,0.002281,0.987283,0.010436,0.987283,American
NA18555,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18557,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18558,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18559,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18560,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18561,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.990299,0.009691,0.990299,American
NA18562,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18563,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18564,CHB,East Asian,kg,,East Asian,yes,yes,0.00056,0.989234,0.010206,0.989234,American
NA18565,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18566,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18567,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18570,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18571,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18572,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18573,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18574,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18577,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18579,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.999974,1.6e-05,0.999974,American
NA18582,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18591,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18592,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18593,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18595,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18596,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18597,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99348,0.00651,0.99348,American
NA18599,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18602,CHB,East Asian,kg,,East Asian,yes,yes,0.006914,0.992931,0.000155,0.992931,American
NA18603,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18605,CHB,East Asian,kg,,East Asian,yes,yes,0.002048,0.997942,1e-05,0.997942,American
NA18606,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18608,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.988478,0.011512,0.988478,American
NA18609,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.997566,0.002424,0.997566,American
NA18610,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18611,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18612,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18613,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18614,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18615,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18616,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18617,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18618,CHB,East Asian,kg,,East Asian,yes,yes,0.001096,0.988903,0.010001,0.988903,American
NA18619,CHB,East Asian,kg,,East Asian,yes,yes,0.001017,0.992158,0.006825,0.992158,American
NA18620,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.993295,0.006695,0.993295,American
NA18621,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18622,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18623,CHB,East Asian,kg,,East Asian,yes,yes,0.001843,0.99361,0.004547,0.99361,American
NA18624,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18625,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18626,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.981162,0.018828,0.981162,American
NA18627,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18628,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18629,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18630,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18631,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18632,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18633,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18634,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18635,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.999977,1.3e-05,0.999977,American
NA18636,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18637,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18638,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18639,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18640,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18641,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18642,CHB,East Asian,kg,,East Asian,yes,yes,0.001688,0.97073,0.027582,0.97073,American
NA18643,CHB,East Asian,kg,,East Asian,yes,yes,0.003424,0.991275,0.005301,0.991275,American
NA18644,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18645,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18646,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18647,CHB,East Asian,kg,,East Asian,yes,yes,0.000396,0.978431,0.021173,0.978431,American
NA18648,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.981967,0.018023,0.981967,American
NA18740,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18745,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18747,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.999979,1.1e-05,0.999979,American
NA18748,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18749,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.999979,1.1e-05,0.999979,American
NA18757,CHB,East Asian,kg,,East Asian,yes,yes,0.004256,0.992743,0.003002,0.992743,American
NA18852,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18853,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18854,YRI,African,kg,,,yes,no,,,,,
NA18855,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18856,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18857,YRI,African,kg,,,yes,no,,,,,
NA18858,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18859,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18860,YRI,African,kg,,,yes,no,,,,,
NA18861,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18862,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18863,YRI,African,kg,,,yes,no,,,,,
NA18864,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18865,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18867,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18868,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18869,YRI,African,kg,,,yes,no,,,,,
NA18870,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18871,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18872,YRI,African,kg,,,yes,no,,,,,
NA18873,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18874,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18875,YRI,African,kg,,,yes,no,,,,,
NA18876,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18877,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18878,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18879,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18881,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18906,YRI,African,kg,,,yes,no,,,,,
NA18907,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18908,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18909,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18910,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18911,YRI,African,kg,,,yes,no,,,,,
NA18912,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18913,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18914,YRI,African,kg,,,yes,no,,,,,
NA18915,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18916,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18917,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18923,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18924,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18925,YRI,African,kg,,,yes,no,,,,,
NA18930,YRI,African,kg,,,yes,no,,,,,
NA18933,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18934,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA18935,YRI,African,kg,,,yes,no,,,,,
NA18939,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18940,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18941,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18942,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18943,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18944,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18945,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18946,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18947,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18948,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18949,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18950,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18951,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18952,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18953,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18954,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18956,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18957,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18959,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18960,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18961,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18962,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18963,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18964,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18965,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18966,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18967,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18968,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18969,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18970,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18971,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18972,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18973,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18974,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18975,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18976,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18977,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18978,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18979,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18980,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18981,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18982,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18983,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18984,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18985,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18986,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
